,play,situation,qtr,drive_num,pos_team,drive_plays,drive_yds,drive_time,down,yds_to_1st_down,field_pos,game_date,game_id,season,month,date_full,game_hour,stadium_city,away_team,home_team,away_team_final_score,home_team_final_score,game_week,yardline_100,passer,receiver,intended_receiver,pass_attempt,pass_comp,passing_yds,rusher,rush_yds,yds_gained_per_play,td,pass_td,rush_td,extra_point_attempt,extra_point_result,fg_attempt,fg_attempt_result,fg_attempt_distance,fg_kicker,kickoff_player,kickoff_yds,kickoff_returner,kickoff_ret_yds,punt,punt_td,punt_yds,punter,timeout,def_player_action,int,int_td,int_player,int_ret_yds,sack,sack_yds,fumble,fumble_td,fum_player,fum_force_player,fum_recov_player,fum_recov_team,penalty,penalty_type,penalty_yds,penalty_team,penalty_player
788,Drive start,"VIENNA VIKINGS drive start at 01:50, VV ball on RT12.",3,20,Vienna Vikings,3,12,1:15,1st,10,RT12,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,12,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
789,Rush,"F. Wegan rush for 2 yards to the RT10 (R. Seeber,L. Ogbevoen).",3,20,Vienna Vikings,3,12,1:15,1st,10,RT12,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,12,,,,0,0,,F. Wegan,2,2,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,"R. Seeber,L. Ogbevoen",0,0,,,0,,0,0,,,,,0,,0,,
790,Rush,"F. Wegan rush for 2 yards to the RT8 (D. Shelton,D. Butz).",3,20,Vienna Vikings,3,12,1:15,2nd,8,RT10,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,10,,,,0,0,,F. Wegan,2,2,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,"D. Shelton,D. Butz",0,0,,,0,,0,0,,,,,0,,0,,
791,Pass,"J. Erdmann pass complete to F. Bierbaumer for 8 yards to the RT0, 1ST DOWN VV, TOUCHDOWN, clock 00:35, S. Daum kick attempt good.",3,20,Vienna Vikings,3,12,1:15,3rd,6,RT08,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,8,J. Erdmann,F. Bierbaumer,F. Bierbaumer,1,1,8,,,8,1,1,0,1,good,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
792,Kickoff,"B. Straight kickoff 60 yards to the RT10, P. Haun return 25 yards to the RT35 (L. Horvath).",3,20,Vienna Vikings,3,12,1:15,1st,0,VV30,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,70,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,B. Straight,60,P. Haun,25,0,0,0,,0,L. Horvath,0,0,,,0,,0,0,,,,,0,,0,,
793,Drive start,RAIDERS TIROL drive start at 00:26.,3,21,Raiders Tirol,8,65,3:35,1st,10,RT35,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,65,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
794,Rush,"L. Moragne rush for 5 yards to the RT40 (L. Balogh,L. Horvath).",3,21,Raiders Tirol,8,65,3:35,1st,10,RT35,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,65,,,,0,0,,L. Moragne,5,5,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,"L. Balogh,L. Horvath",0,0,,,0,,0,0,,,,,0,,0,,
795,Drive start,VIENNA VIKINGS drive start at 11:47.,4,22,Vienna Vikings,5,13,2:13,1st,10,VV07,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,93,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
796,Pass,J. Erdmann pass complete to A. Botella M for 9 yards to the VV16 (V. Mueller).,4,22,Vienna Vikings,5,13,2:13,1st,10,VV07,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,93,J. Erdmann,A. Botella,A. Botella,1,1,9,,,9,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,V. Mueller,0,0,,,0,,0,0,,,,,0,,0,,
797,Rush,"F. Wegan rush for 4 yards to the VV20, 1ST DOWN VV (D. Butz).",4,22,Vienna Vikings,5,13,2:13,2nd,1,VV16,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,84,,,,0,0,,F. Wegan,4,4,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,D. Butz,0,0,,,0,,0,0,,,,,0,,0,,
798,Pass,J. Erdmann pass incomplete to F. Bierbaumer.,4,22,Vienna Vikings,5,13,2:13,1st,10,VV20,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,80,J. Erdmann,,F. Bierbaumer.,1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
799,Rush,F. Wegan rush for no gain to the VV20 (L. Orlovicius).,4,22,Vienna Vikings,5,13,2:13,2nd,10,VV20,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,80,,,,0,0,,F. Wegan,0,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,L. Orlovicius,0,0,,,0,,0,0,,,,,0,,0,,
800,Pass,J. Erdmann pass incomplete to K. Linnainmaa.,4,22,Vienna Vikings,5,13,2:13,3rd,10,VV20,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,80,J. Erdmann,,K. Linnainmaa.,1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
801,Punt,"B. Straight punt 63 yards to the RT17, downed.",4,22,Vienna Vikings,5,13,2:13,4th,10,VV20,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,80,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,1,0,63,B. Straight,0,,0,0,,,0,,0,0,,,,,0,,0,,
802,Drive start,RAIDERS TIROL drive start at 09:34.,4,23,Raiders Tirol,6,17,2:22,1st,10,RT17,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,83,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
803,Rush,L. Moragne rush for 4 yards to the RT21 (35).,4,23,Raiders Tirol,6,17,2:22,1st,10,RT17,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,83,,,,0,0,,L. Moragne,4,4,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,35,0,0,,,0,,0,0,,,,,0,,0,,
804,Pass,"S. Shelton pass incomplete to M. Schneider, dropped pass.",4,23,Raiders Tirol,6,17,2:22,2nd,6,RT21,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,79,S. Shelton,,"M. Schneider,",1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
805,Pass,"S. Shelton pass complete to P. Haun for 8 yards to the RT29, 1ST DOWN RT (C. Smith).",4,23,Raiders Tirol,6,17,2:22,3rd,6,RT21,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,79,S. Shelton,P. Haun,P. Haun,1,1,8,,,8,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,C. Smith,0,0,,,0,,0,0,,,,,0,,0,,
806,Pass,S. Shelton pass incomplete to F. Abfalter (L. Gerner).,4,23,Raiders Tirol,6,17,2:22,1st,10,RT29,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,71,S. Shelton,,F. Abfalter,1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,L. Gerner,0,0,,,0,,0,0,,,,,0,,0,,
807,Rush,L. Moragne rush for 5 yards to the RT34.,4,23,Raiders Tirol,6,17,2:22,2nd,10,RT29,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,71,,,,0,0,,L. Moragne,5,5,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
808,Pass,S. Shelton pass incomplete to A. Platzgummer.,4,23,Raiders Tirol,6,17,2:22,3rd,5,RT34,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,66,S. Shelton,,A. Platzgummer.,1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
809,Punt,"R. Seeber punt 41 yards to the VV25, out-of-bounds.",4,23,Raiders Tirol,6,17,2:22,4th,5,RT34,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,66,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,1,0,41,R. Seeber,0,,0,0,,,0,,0,0,,,,,0,,0,,
810,Drive start,VIENNA VIKINGS drive start at 07:12.,4,24,Vienna Vikings,3,-15,1:55,1st,10,VV25,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,75,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
811,Rush,"F. Wegan rush for 2 yards to the VV27 (J. Perfler,P. Pilger).",4,24,Vienna Vikings,3,-15,1:55,1st,10,VV25,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,75,,,,0,0,,F. Wegan,2,2,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,"J. Perfler,P. Pilger",0,0,,,0,,0,0,,,,,0,,0,,
812,Pass,J. Erdmann sacked for loss of 8 yards to the VV19 (D. Brumfield).,4,24,Vienna Vikings,3,-15,1:55,2nd,8,VV27,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,73,J. Erdmann,,,1,0,-8,,,-8,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,D. Brumfield,0,0,,,1,-8,0,0,,,,,0,,0,,
813,Pass,J. Erdmann sacked for loss of 9 yards to the VV10 (S. Schaar).,4,24,Vienna Vikings,3,-15,1:55,3rd,16,VV19,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,81,J. Erdmann,,,1,0,-9,,,-9,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,S. Schaar,0,0,,,1,-9,0,0,,,,,0,,0,,
814,Punt,"B. Straight punt 44 yards to the RT46, downed.",4,24,Vienna Vikings,3,-15,1:55,4th,25,VV10,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,90,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,1,0,44,B. Straight,0,,0,0,,,0,,0,0,,,,,0,,0,,
815,Drive start,RAIDERS TIROL drive start at 05:17.,4,25,Raiders Tirol,11,39,5:07,1st,10,RT46,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,54,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
816,Rush,L. Moragne rush for 6 yards to the VV48 (T. Schnurrer).,4,25,Raiders Tirol,11,39,5:07,1st,10,RT46,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,54,,,,0,0,,L. Moragne,6,6,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,T. Schnurrer,0,0,,,0,,0,0,,,,,0,,0,,
817,Rush,"L. Moragne rush for 5 yards to the VV43, 1ST DOWN RT (L. Horvath).",4,25,Raiders Tirol,11,39,5:07,2nd,4,VV48,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,48,,,,0,0,,L. Moragne,5,5,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,L. Horvath,0,0,,,0,,0,0,,,,,0,,0,,
818,Pass,S. Shelton pass complete to F. Abfalter for 5 yards to the VV38 (L. Gerner).,4,25,Raiders Tirol,11,39,5:07,1st,10,VV43,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,43,S. Shelton,F. Abfalter,F. Abfalter,1,1,5,,,5,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,L. Gerner,0,0,,,0,,0,0,,,,,0,,0,,
819,Rush,"T. Bonatti rush for 8 yards to the VV30, 1ST DOWN RT (T. Schnurrer,L. Horvath).",4,25,Raiders Tirol,11,39,5:07,2nd,5,VV38,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,38,,,,0,0,,T. Bonatti,8,8,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,"T. Schnurrer,L. Horvath",0,0,,,0,,0,0,,,,,0,,0,,
820,Rush,T. Bonatti rush for 5 yards to the VV25 (T. Schnurrer).,4,25,Raiders Tirol,11,39,5:07,1st,10,VV30,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,30,,,,0,0,,T. Bonatti,5,5,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,T. Schnurrer,0,0,,,0,,0,0,,,,,0,,0,,
821,Pass,S. Shelton pass complete to M. Schneider for 3 yards to the VV22 (B. Straight).,4,25,Raiders Tirol,11,39,5:07,2nd,5,VV25,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,25,S. Shelton,M. Schneider,M. Schneider,1,1,3,,,3,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,B. Straight,0,0,,,0,,0,0,,,,,0,,0,,
822,Timeout,"Timeout Raiders Tirol, clock 01:15.",4,25,Raiders Tirol,11,39,5:07,3rd,2,VV22,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,22,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,1,,0,0,,,0,,0,0,,,,,0,,0,,
823,Rush,"S. Shelton rush for 4 yards to the VV18, 1ST DOWN RT (M. Muellner).",4,25,Raiders Tirol,11,39,5:07,3rd,2,VV22,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,22,,,,0,0,,S. Shelton,4,4,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,M. Muellner,0,0,,,0,,0,0,,,,,0,,0,,
824,Rush,"L. Moragne rush for 3 yards to the VV15 (L. Horvath,L. Balogh).",4,25,Raiders Tirol,11,39,5:07,1st,10,VV18,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,18,,,,0,0,,L. Moragne,3,3,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,"L. Horvath,L. Balogh",0,0,,,0,,0,0,,,,,0,,0,,
825,Timeout,"Timeout Raiders Tirol, clock 00:22.",4,25,Raiders Tirol,11,39,5:07,2nd,7,VV15,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,15,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,1,,0,0,,,0,,0,0,,,,,0,,0,,
826,Pass,S. Shelton pass incomplete (T. Schnurrer).,4,25,Raiders Tirol,11,39,5:07,2nd,7,VV15,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,15,S. Shelton,,Schnurrer).,1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,T. Schnurrer,0,0,,,0,,0,0,,,,,0,,0,,
827,Pass,S. Shelton pass incomplete to F. Abfalter.,4,25,Raiders Tirol,11,39,5:07,3rd,7,VV15,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,15,S. Shelton,,F. Abfalter.,1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
828,Timeout,"Timeout Vienna Vikings, clock 00:13.",4,25,Raiders Tirol,11,39,5:07,4th,7,VV15,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,15,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,1,,0,0,,,0,,0,0,,,,,0,,0,,
829,Pass,S. Shelton pass incomplete to F. Abfalter.,4,25,Raiders Tirol,11,39,5:07,4th,7,VV15,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,15,S. Shelton,,F. Abfalter.,1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
830,Drive start,VIENNA VIKINGS drive start at 00:10.,4,26,Vienna Vikings,1,-1,0:10,1st,10,VV15,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,85,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
831,Rush,J. Erdmann rush for loss of 1 yard to the VV14.,4,26,Vienna Vikings,1,-1,0:10,1st,10,VV15,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,85,,,,0,0,,J. Erdmann,-1,-1,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
832,End of half,"End of game, clock 00:00.",4,26,Vienna Vikings,1,-1,0:10,2nd,11,VV14,220605,2206VieRai,2022.0,6.0,"Sunday, June 5, 2022",15:00,Innsbruck,Vienna Vikings,Raiders Tirol,29.0,23.0,1.0,86,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
833,Rush,Z. Edwards rush for 3 yards to the BD21 (P. Veritas).,1,1,Barcelona Dragons,5,24,3:13,1st,10,BD18,220605,2206BarStu,2022.0,6.0,"Sunday, June 5, 2022",15:00,Stuttgart,Barcelona Dragons,Stuttgart Surge,38.0,9.0,1.0,82,,,,0,0,,Z. Edwards,3,3,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,P. Veritas,0,0,,,0,,0,0,,,,,0,,0,,
834,Penalty,PENALTY BD False Start (I. Maslanka) 5 yards to the BD16.,1,1,Barcelona Dragons,5,24,3:13,2nd,7,BD21,220605,2206BarStu,2022.0,6.0,"Sunday, June 5, 2022",15:00,Stuttgart,Barcelona Dragons,Stuttgart Surge,38.0,9.0,1.0,79,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,1,False Start,5,Barcelona Dragons,I. Maslanka
835,Pass,"Z. Edwards pass complete to K. Sweet for 28 yards to the BD44, 1ST DOWN BD (J. Ludwig-Mayor).",1,1,Barcelona Dragons,5,24,3:13,2nd,12,BD16,220605,2206BarStu,2022.0,6.0,"Sunday, June 5, 2022",15:00,Stuttgart,Barcelona Dragons,Stuttgart Surge,38.0,9.0,1.0,84,Z. Edwards,K. Sweet,K. Sweet,1,1,28,,,28,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,J. Ludwig-Mayor,0,0,,,0,,0,0,,,,,0,,0,,
836,Rush,"A. Monton rush for 2 yards to the BD46 (M. Kimpiabi,M. Fuerst).",1,1,Barcelona Dragons,5,24,3:13,1st,10,BD44,220605,2206BarStu,2022.0,6.0,"Sunday, June 5, 2022",15:00,Stuttgart,Barcelona Dragons,Stuttgart Surge,38.0,9.0,1.0,56,,,,0,0,,A. Monton,2,2,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,"M. Kimpiabi,M. Fuerst",0,0,,,0,,0,0,,,,,0,,0,,
837,Pass,Z. Edwards pass incomplete to K. Sweet.,1,1,Barcelona Dragons,5,24,3:13,2nd,8,BD46,220605,2206BarStu,2022.0,6.0,"Sunday, June 5, 2022",15:00,Stuttgart,Barcelona Dragons,Stuttgart Surge,38.0,9.0,1.0,54,Z. Edwards,,K. Sweet.,1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
838,Pass,Z. Edwards sacked for loss of 4 yards to the BD42 (R. Lakalaka).,1,1,Barcelona Dragons,5,24,3:13,3rd,8,BD46,220605,2206BarStu,2022.0,6.0,"Sunday, June 5, 2022",15:00,Stuttgart,Barcelona Dragons,Stuttgart Surge,38.0,9.0,1.0,54,Z. Edwards,,,1,0,-4,,,-4,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,R. Lakalaka,0,0,,,1,-4,0,0,,,,,0,,0,,
839,Punt,"L. Cereceda punt 38 yards to the SS20, downed.",1,1,Barcelona Dragons,5,24,3:13,4th,12,BD42,220605,2206BarStu,2022.0,6.0,"Sunday, June 5, 2022",15:00,Stuttgart,Barcelona Dragons,Stuttgart Surge,38.0,9.0,1.0,58,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,1,0,38,L. Cereceda,0,,0,0,,,0,,0,0,,,,,0,,0,,
840,Drive start,STUTTGART SURGE drive start at 11:47.,1,2,Stuttgart Surge,5,37,3:09,1st,10,SS20,220605,2206BarStu,2022.0,6.0,"Sunday, June 5, 2022",15:00,Stuttgart,Barcelona Dragons,Stuttgart Surge,38.0,9.0,1.0,80,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
841,Pass,"R. Schroeder pass complete to P. Weiblen for 9 yards to the SS29 (A. Rodrigues,L. Frecha).",1,2,Stuttgart Surge,5,37,3:09,1st,10,SS20,220605,2206BarStu,2022.0,6.0,"Sunday, June 5, 2022",15:00,Stuttgart,Barcelona Dragons,Stuttgart Surge,38.0,9.0,1.0,80,R. Schroeder,P. Weiblen,P. Weiblen,1,1,9,,,9,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,"A. Rodrigues,L. Frecha",0,0,,,0,,0,0,,,,,0,,0,,
842,Pass,"R. Schroeder pass complete to P. Steigerwald for 27 yards to the BD44, 1ST DOWN SS (A. Rodrigues).",1,2,Stuttgart Surge,5,37,3:09,2nd,1,SS29,220605,2206BarStu,2022.0,6.0,"Sunday, June 5, 2022",15:00,Stuttgart,Barcelona Dragons,Stuttgart Surge,38.0,9.0,1.0,71,R. Schroeder,P. Steigerwald,P. Steigerwald,1,1,27,,,27,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,A. Rodrigues,0,0,,,0,,0,0,,,,,0,,0,,
843,Pass,R. Schroeder pass complete to D. Meza for 3 yards to the BD41 (S. Wilson).,1,2,Stuttgart Surge,5,37,3:09,1st,10,BD44,220605,2206BarStu,2022.0,6.0,"Sunday, June 5, 2022",15:00,Stuttgart,Barcelona Dragons,Stuttgart Surge,38.0,9.0,1.0,44,R. Schroeder,D. Meza,D. Meza,1,1,3,,,3,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,S. Wilson,0,0,,,0,,0,0,,,,,0,,0,,
844,Rush,J. Moukouri rush for 3 yards to the BD38 (A. Rodrigues).,1,2,Stuttgart Surge,5,37,3:09,2nd,7,BD41,220605,2206BarStu,2022.0,6.0,"Sunday, June 5, 2022",15:00,Stuttgart,Barcelona Dragons,Stuttgart Surge,38.0,9.0,1.0,41,,,,0,0,,J. Moukouri,3,3,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,A. Rodrigues,0,0,,,0,,0,0,,,,,0,,0,,
845,Penalty,PENALTY SS False Start (E. Becher) 5 yards to the BD43.,1,2,Stuttgart Surge,5,37,3:09,3rd,4,BD38,220605,2206BarStu,2022.0,6.0,"Sunday, June 5, 2022",15:00,Stuttgart,Barcelona Dragons,Stuttgart Surge,38.0,9.0,1.0,38,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,1,False Start,5,Stuttgart Surge,E. Becher
846,Pass,R. Schroeder pass incomplete to P. Steigerwald (S. Wilson).,1,2,Stuttgart Surge,5,37,3:09,3rd,9,BD43,220605,2206BarStu,2022.0,6.0,"Sunday, June 5, 2022",15:00,Stuttgart,Barcelona Dragons,Stuttgart Surge,38.0,9.0,1.0,43,R. Schroeder,,P. Steigerwald,1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,S. Wilson,0,0,,,0,,0,0,,,,,0,,0,,
