,play,situation,qtr,drive_num,pos_team,drive_plays,drive_yds,drive_time,down,yds_to_1st_down,field_pos,game_date,game_id,season,month,date_full,game_hour,stadium_city,away_team,home_team,away_team_final_score,home_team_final_score,game_week,yardline_100,passer,receiver,intended_receiver,pass_attempt,pass_comp,passing_yds,rusher,rush_yds,yds_gained_per_play,td,pass_td,rush_td,extra_point_attempt,extra_point_result,fg_attempt,fg_attempt_result,fg_attempt_distance,fg_kicker,kickoff_player,kickoff_yds,kickoff_returner,kickoff_ret_yds,punt,punt_td,punt_yds,punter,timeout,def_player_action,int,int_td,int_player,int_ret_yds,sack,sack_yds,fumble,fumble_td,fum_player,fum_force_player,fum_recov_player,fum_recov_team,penalty,penalty_type,penalty_yds,penalty_team,penalty_player
4876,Pass,J. Stegman pass incomplete to D. Heckstall.,3,13,Istanbul Rams,8,47,3:23,1st,10,BD48,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,48,J. Stegman,,D. Heckstall.,1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4877,Rush,"T. Cokadar rush for 2 yards to the BD46 (E. Elio), PENALTY BD Personal Foul (S. Bowen) 15 yards to the BD33, 1ST DOWN IR, NO PLAY.",3,13,Istanbul Rams,8,47,3:23,2nd,10,BD48,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,48,,,,0,0,,T. Cokadar,2,2,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,E. Elio,0,0,,,0,,0,0,,,,,0,,0,,
4878,Pass,D. Heckstall pass incomplete.,3,13,Istanbul Rams,8,47,3:23,1st,10,BD33,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,33,D. Heckstall,,,1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4879,MISC-FUMB,"Fumble by A. Inan, T. Cokadar rush for loss of 3 yards to the BD36 (C. Brugnani), PENALTY BD Facemask (A. Del Cerro) 15 yards to the BD18, 1ST DOWN IR, NO PLAY.",3,13,Istanbul Rams,8,47,3:23,2nd,10,BD33,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,33,,,,0,0,,,-3,-3,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,C. Brugnani,0,0,,,0,,0,0,,,,,0,,0,,
4880,Pass,J. Stegman pass incomplete to D. Lewis.,3,13,Istanbul Rams,8,47,3:23,1st,10,BD18,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,18,J. Stegman,,D. Lewis.,1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4881,Rush,Y. Guven rush for 4 yards to the BD14 (J. Moll).,3,13,Istanbul Rams,8,47,3:23,2nd,10,BD18,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,18,,,,0,0,,Y. Guven,4,4,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,J. Moll,0,0,,,0,,0,0,,,,,0,,0,,
4882,Pass,J. Stegman sacked for loss of 13 yards to the BD27 (A. Fernandez).,3,13,Istanbul Rams,8,47,3:23,3rd,6,BD14,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,14,J. Stegman,,,1,0,-13,,,-13,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,A. Fernandez,0,0,,,1,-13,0,0,,,,,0,,0,,
4883,Pass,"J. Stegman pass intercepted by S. Castaner at the BD17, S. Castaner return 23 yards to the BD40 (J. Stegman).",3,13,Istanbul Rams,8,47,3:23,4th,19,BD27,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,27,J. Stegman,,,1,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,J. Stegman,1,0,S. Castaner,23,0,,0,0,,,,,0,,0,,
4884,Drive start,"BARCELONA DRAGONS drive start at 06:40, A. Jimenez rush for 3 yards to the BD43 (M. Tullio Lucas).",3,14,Barcelona Dragons,3,60,0:53,1st,10,BD40,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,60,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,M. Tullio Lucas,0,0,,,0,,0,0,,,,,0,,0,,
4885,Pass,Z. Edwards pass incomplete to K. Sweet.,3,14,Barcelona Dragons,3,60,0:53,2nd,7,BD43,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,57,Z. Edwards,,K. Sweet.,1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4886,Pass,"Z. Edwards pass incomplete to B. Plu, PENALTY IR Personal Foul (Z. Blair) 15 yards to the IR42, 1ST DOWN BD, NO PLAY.",3,14,Barcelona Dragons,3,60,0:53,3rd,7,BD43,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,57,Z. Edwards,,"B. Plu,",1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,Z. Blair,0,0,,,0,,0,0,,,,,0,,0,,
4887,Pass,"Z. Edwards pass complete to K. Sweet for 42 yards to the IR0, 1ST DOWN BD, TOUCHDOWN, clock 05:47.",3,14,Barcelona Dragons,3,60,0:53,1st,10,IR42,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,42,Z. Edwards,K. Sweet,K. Sweet,1,1,42,,,42,1,1,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4888,Point after try,G. Tavecchio kick attempt good.,3,14,Barcelona Dragons,3,60,0:53,1st,10,IR15,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,15,,,,0,0,,,,0,0,0,0,1,good,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4889,Kickoff,"G. Tavecchio kickoff 61 yards to the IR9, D. Lewis return 20 yards to the IR29 (A. Rodrigues,V. Albarracín).",3,14,Barcelona Dragons,3,60,0:53,1st,0,BD30,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,70,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,G. Tavecchio,61,D. Lewis,20,0,0,0,,0,"A. Rodrigues,V. Albarracín",0,0,,,0,,0,0,,,,,0,,0,,
4890,Drive start,ISTANBUL RAMS drive start at 05:36.,3,15,Istanbul Rams,3,-12,2:01,1st,10,IR29,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,71,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4891,Rush,T. Cokadar rush for 1 yard to the IR30 (E. Elio).,3,15,Istanbul Rams,3,-12,2:01,1st,10,IR29,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,71,,,,0,0,,T. Cokadar,1,1,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,E. Elio,0,0,,,0,,0,0,,,,,0,,0,,
4892,Penalty,PENALTY IR Personal Foul (C. Kucuksengun) 17 yards to the IR13.,3,15,Istanbul Rams,3,-12,2:01,2nd,9,IR30,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,70,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,1,Personal Foul,17,Istanbul Rams,C. Kucuksengun
4893,Pass,J. Stegman pass complete to D. Heckstall for 7 yards to the IR20 (A. Vera).,3,15,Istanbul Rams,3,-12,2:01,2nd,26,IR13,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,87,J. Stegman,D. Heckstall,D. Heckstall,1,1,7,,,7,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,A. Vera,0,0,,,0,,0,0,,,,,0,,0,,
4894,Down,3rd and 14.,3,15,Istanbul Rams,3,-12,2:01,3rd,19,IR20,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,80,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4895,Rush,"J. Stegman rush for 2 yards to the IR22, out-of-bounds.",3,15,Istanbul Rams,3,-12,2:01,3rd,14,IR20,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,80,,,,0,0,,J. Stegman,2,2,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4896,Penalty,PENALTY IR False Start 5 yards to the IR17.,3,15,Istanbul Rams,3,-12,2:01,4th,12,IR22,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,78,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,1,False Start,5,Istanbul Rams,
4897,Punt,"Y. Guven punt 27 yards to the IR44, A. Rodrigues return 3 yards to the IR41, out-of-bounds, PENALTY BD Personal Foul 15 yards to the BD44, 1st and 10, BD ball on BD44.",3,15,Istanbul Rams,3,-12,2:01,4th,17,IR17,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,83,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,1,0,27,Y. Guven,0,,0,0,,,0,,0,0,,,,,0,,0,,
4898,Drive start,"BARCELONA DRAGONS drive start at 03:35, A. Jimenez rush for 7 yards to the IR49, out-of-bounds (A. Ugur).",3,16,Barcelona Dragons,5,56,2:49,1st,10,BD44,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,56,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,A. Ugur,0,0,,,0,,0,0,,,,,0,,0,,
4899,Rush,"A. Jimenez rush for 32 yards to the IR17, 1ST DOWN BD (C. Dundar,D. Lewis).",3,16,Barcelona Dragons,5,56,2:49,2nd,3,IR49,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,49,,,,0,0,,A. Jimenez,32,32,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,"C. Dundar,D. Lewis",0,0,,,0,,0,0,,,,,0,,0,,
4900,Rush,"A. Jimenez rush for 12 yards to the IR5, 1ST DOWN BD (O. Ceyhan).",3,16,Barcelona Dragons,5,56,2:49,1st,10,IR17,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,17,,,,0,0,,A. Jimenez,12,12,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,O. Ceyhan,0,0,,,0,,0,0,,,,,0,,0,,
4901,Timeout,"Timeout Barcelona Dragons, clock 01:34.",3,16,Barcelona Dragons,5,56,2:49,1st,0,IR05,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,5,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,1,,0,0,,,0,,0,0,,,,,0,,0,,
4902,Rush,A. Jimenez rush for 3 yards to the IR2.,3,16,Barcelona Dragons,5,56,2:49,1st,0,IR05,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,5,,,,0,0,,A. Jimenez,3,3,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4903,Rush,"A. Jimenez rush for 2 yards to the IR0, 1ST DOWN BD, TOUCHDOWN, clock 00:46.",3,16,Barcelona Dragons,5,56,2:49,2nd,0,IR02,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,2,,,,0,0,,A. Jimenez,2,2,1,0,1,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4904,Point after try,G. Tavecchio kick attempt good.,3,16,Barcelona Dragons,5,56,2:49,1st,10,IR15,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,15,,,,0,0,,,,0,0,0,0,1,good,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4905,Kickoff,"G. Tavecchio kickoff 65 yards to the IR5, D. Lewis return 21 yards to the IR26 (J. Velasco,A. Rodrigues).",3,16,Barcelona Dragons,5,56,2:49,1st,0,BD30,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,70,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,G. Tavecchio,65,D. Lewis,21,0,0,0,,0,"J. Velasco,A. Rodrigues",0,0,,,0,,0,0,,,,,0,,0,,
4906,Drive start,ISTANBUL RAMS drive start at 00:40.,3,17,Istanbul Rams,8,74,3:37,1st,10,IR26,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,74,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4907,Pass,"J. Stegman pass complete to D. Heckstall for 13 yards to the IR39, 1ST DOWN IR (C. Garcia).",3,17,Istanbul Rams,8,74,3:37,1st,10,IR26,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,74,J. Stegman,D. Heckstall,D. Heckstall,1,1,13,,,13,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,C. Garcia,0,0,,,0,,0,0,,,,,0,,0,,
4908,Rush,"T. Cokadar rush for 11 yards to the 50 yardline, 1ST DOWN IR (A. Posito).",3,17,Istanbul Rams,8,74,3:37,1st,10,IR39,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,61,,,,0,0,,T. Cokadar,11,11,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,A. Posito,0,0,,,0,,0,0,,,,,0,,0,,
4909,Drive start,BARCELONA DRAGONS drive start at 12:25.,4,18,Barcelona Dragons,3,3,1:25,1st,10,BD24,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,76,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4910,Rush,A. Monton rush for loss of 2 yards to the BD22.,4,18,Barcelona Dragons,3,3,1:25,1st,10,BD24,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,76,,,,0,0,,A. Monton,-2,-2,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4911,Pass,"Z. Edwards pass complete to G. Visent for 5 yards to the BD27, out-of-bounds (A. Unlu).",4,18,Barcelona Dragons,3,3,1:25,2nd,12,BD22,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,78,Z. Edwards,G. Visent,G. Visent,1,1,5,,,5,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,A. Unlu,0,0,,,0,,0,0,,,,,0,,0,,
4912,Pass,Z. Edwards pass incomplete to G. Visent.,4,18,Barcelona Dragons,3,3,1:25,3rd,7,BD27,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,73,Z. Edwards,,G. Visent.,1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4913,Punt,"L. Cereceda punt 35 yards to the IR38, D. Lewis return 5 yards to the IR43 (A. Rodrigues).",4,18,Barcelona Dragons,3,3,1:25,4th,7,BD27,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,73,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,1,0,35,L. Cereceda,0,A. Rodrigues,0,0,,,0,,0,0,,,,,0,,0,,
4914,Drive start,ISTANBUL RAMS drive start at 11:00.,4,19,Istanbul Rams,3,-5,1:14,1st,10,IR43,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,57,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4915,Pass,J. Stegman pass incomplete to Y. Guven (A. Vera).,4,19,Istanbul Rams,3,-5,1:14,1st,10,IR43,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,57,J. Stegman,,Y. Guven,1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,A. Vera,0,0,,,0,,0,0,,,,,0,,0,,
4916,Rush,T. Cokadar rush for no gain to the IR43 (S. Castaner).,4,19,Istanbul Rams,3,-5,1:14,2nd,10,IR43,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,57,,,,0,0,,T. Cokadar,0,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,S. Castaner,0,0,,,0,,0,0,,,,,0,,0,,
4917,Pass,J. Stegman pass incomplete.,4,19,Istanbul Rams,3,-5,1:14,3rd,10,IR43,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,57,J. Stegman,,,1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4918,Penalty,PENALTY IR False Start 5 yards to the IR38.,4,19,Istanbul Rams,3,-5,1:14,4th,10,IR43,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,57,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,1,False Start,5,Istanbul Rams,
4919,Punt,"Y. Guven punt 35 yards to the BD27, J. Moll return 20 yards to the BD47 (E. Sariyildiz).",4,19,Istanbul Rams,3,-5,1:14,4th,15,IR38,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,62,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,1,0,35,Y. Guven,0,E. Sariyildiz,0,0,,,0,,0,0,,,,,0,,0,,
4920,Drive start,BARCELONA DRAGONS drive start at 09:46.,4,20,Barcelona Dragons,7,13,4:10,1st,10,BD47,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,53,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4921,Rush,E. Rodríguez rush for 1 yard to the BD48 (A. Ugur).,4,20,Barcelona Dragons,7,13,4:10,1st,10,BD47,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,53,,,,0,0,,E. Rodríguez,1,1,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,A. Ugur,0,0,,,0,,0,0,,,,,0,,0,,
4922,Rush,E. Rodríguez rush for loss of 4 yards to the BD44 (Z. Blair).,4,20,Barcelona Dragons,7,13,4:10,2nd,9,BD48,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,52,,,,0,0,,E. Rodríguez,-4,-4,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,Z. Blair,0,0,,,0,,0,0,,,,,0,,0,,
4923,Pass,S. Barbero pass complete to R. Alarcón for 11 yards to the IR45 (A. Isik).,4,20,Barcelona Dragons,7,13,4:10,3rd,13,BD44,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,56,S. Barbero,R. Alarcón,R. Alarcón,1,1,11,,,11,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,A. Isik,0,0,,,0,,0,0,,,,,0,,0,,
4924,Pass,"S. Barbero pass complete to J. Castanón for 7 yards to the IR38, 1ST DOWN BD (C. Dundar).",4,20,Barcelona Dragons,7,13,4:10,4th,2,IR45,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,45,S. Barbero,J. Castanón,J. Castanón,1,1,7,,,7,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,C. Dundar,0,0,,,0,,0,0,,,,,0,,0,,
4925,Rush,"E. Rodríguez rush for loss of 2 yards to the IR40 (B. Zaimoglu,Z. Blair).",4,20,Barcelona Dragons,7,13,4:10,1st,10,IR38,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,38,,,,0,0,,E. Rodríguez,-2,-2,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,"B. Zaimoglu,Z. Blair",0,0,,,0,,0,0,,,,,0,,0,,
4926,Rush,E. Rodríguez rush for no gain to the IR40 (M. Tullio Lucas).,4,20,Barcelona Dragons,7,13,4:10,2nd,12,IR40,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,40,,,,0,0,,E. Rodríguez,0,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,M. Tullio Lucas,0,0,,,0,,0,0,,,,,0,,0,,
4927,Pass,"S. Barbero pass incomplete to M. Flores, PENALTY BD HO declined.",4,20,Barcelona Dragons,7,13,4:10,3rd,12,IR40,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,40,S. Barbero,,"M. Flores,",1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,,0,0,,,0,,0,0,,,,,0,,0,,
4928,Punt,"L. Cereceda punt 20 yards to the IR20, downed, clock 05:36.",4,20,Barcelona Dragons,7,13,4:10,4th,12,IR40,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,40,,,,0,0,,,,0,0,0,0,0,nan,0,nan,0,,,,,,1,0,20,L. Cereceda,0,,0,0,,,0,,0,0,,,,,0,,0,,
4929,Rush,E. Sarikaya rush for no gain to the IR20 (E. Elio).,4,21,Istanbul Rams,5,2,3:26,1st,10,IR20,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,80,,,,0,0,,E. Sarikaya,0,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,E. Elio,0,0,,,0,,0,0,,,,,0,,0,,
4930,Rush,"E. Sarikaya rush for 6 yards to the IR26 (C. Brugnani,V. Albarracín).",4,21,Istanbul Rams,5,2,3:26,2nd,10,IR20,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,80,,,,0,0,,E. Sarikaya,6,6,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,"C. Brugnani,V. Albarracín",0,0,,,0,,0,0,,,,,0,,0,,
4931,Pass,"Y. Timer pass incomplete to Y. Guven (A. Vera), PENALTY BD OD (A. Rodrigues) 5 yards to the IR31, 1ST DOWN IR, NO PLAY.",4,21,Istanbul Rams,5,2,3:26,3rd,4,IR26,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,74,Y. Timer,,Y. Guven,1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,A. Vera,0,0,,,0,,0,0,,,,,0,,0,,
4932,Rush,"E. Sarikaya rush for loss of 1 yard to the IR30 (J. Velasco,V. Albarracín).",4,21,Istanbul Rams,5,2,3:26,1st,10,IR31,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,69,,,,0,0,,E. Sarikaya,-1,-1,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,"J. Velasco,V. Albarracín",0,0,,,0,,0,0,,,,,0,,0,,
4933,Pass,Y. Timer pass incomplete to A. Camlier (J. Moll).,4,21,Istanbul Rams,5,2,3:26,2nd,11,IR30,220702,2207IstBar,2022.0,7.0,"Saturday, July 2, 2022",18:00,Reus,Istanbul Rams,Barcelona Dragons,7.0,41.0,5.0,70,Y. Timer,,A. Camlier,1,0,0,,,0,0,0,0,0,nan,0,nan,0,,,,,,0,0,0,,0,J. Moll,0,0,,,0,,0,0,,,,,0,,0,,
